listing_id,update_time,listing_name,location_address,zip,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,acceptedpayment,FNAP,SNAP_option,SNAP_option_1,SNAP_option_2
300080,9/10/2020 18:48,Forest Lakes Farmers Market,"""1650 Ashwood Blvd., Charlottesville, Virginia 22911""",22911,-78.44106,38.1087,South Swim & Tennis Club parking lot,,Forest Lakes community South Swim & Tennis Club parking lot,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300081,1/25/2021 13:38,CMS Farmers Market,"""7500 Security Blvd., Woodlawn, Maryland 21244""",21244,-76.764414,39.316055,Centers for Medicare & Medicaid Services is a federal government agency located in Woodlawn.  Entry is restricted to individuals with authorized access to the CMS campus.,Federal/state government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300084,1/5/2021 15:10,Frankenmuth Farmers Market,"""534 North Main Street, Frankenmuth, Michigan 48734""",48734,-83.738212,43.344313,"Northern Frankenmuth on the west side of the street, next to Frankenmuth Credit Union",Co-located with wholesale market facility;,Credit Union,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300086,1/4/2021 13:04,Menlo Park Farmers' Market,"""Chestnut & Menlo Avenues, Menlo Park, California 94025""",94025,-122.1841,37.450822,"Parking lot next to Trader Joe's, located behind the Wells Fargo Bank on Santa Cruz Ave,",,Downtown public parking lot,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300088,1/27/2021 12:04,Marshfield Farmer's Market,"""140 Main St  (Route 3A), Marshfield, Massachusetts 02050""",02050,-70.717317,42.098148,"Marshfield Fairgrounds, Rt 3A Main gate by the grandstands",,Non-profit organization  - Marshfield Fairgrounds,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300090,2/10/2021 8:30,Dousman Farmers Market,"""118 S. Main St, Dousman, Wisconsin 53118""",53118,-88.472514,43.013121,Village hall parking lot across from the fire station,Local government building grounds;,Village Park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300091,1/13/2021 11:13,Nash County Farmers Market in Rocky Mount,"""1006 Peachtree St., Rocky Mount, North Carolina 27804""",27804,-77.802729,35.955256,Historic Rocky Mount Mill District,Local government building grounds;,,Entire time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300092,9/10/2020 22:20,Sitka Farmers Market,"""611 Lincoln Street, Sitka, Alaska 99835""",99835,-135.32674,57.051519,St. Peter's Fellowship Farm (behind St. Peter's By The Sea Episcopal Church),Faith-based institution;,Alaska Native Brotherhood Founders Hall,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300093,1/26/2021 7:58,Matthys Farm Market,"""57754 Crumstown Hwy, South Bend, Indiana 46619""",46619,-86.35873,41.65516,2 Miles west of the Mayflower Rd/Sample St intersection.,Co-located with wholesale market facility;,,Entire time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300096,8/7/2020 15:54,Basalt Sunday Market,"""101 Midland Avenue, Basalt, Colorado 81621""",81621,-107.03473,39.368957,In downtown Basalt on Mindland Spur,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300098,1/4/2021 11:35,Puyallup Farmers' Market,"""300  S Meridian (COVID operations at corner of  2nd and Main, downtown Puyallup), Puyallup, Washington 98371""",98371,-122.29243,47.191241,"In Pioneer Park and also in the Pavilion. Part of the market is out of doors and part of it is indoors. (COVID operations on several blocks downtown, entrance at 2nd and Main)",Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300099,6/7/2020 18:00,Andersonville Farmers Market,"""1500 W. Catalpa Ave., Chicago, Illinois 60640""",60640,-87.668602,41.981745,Between Clark and Ashland,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300103,8/3/2020 14:53,Red Stick Farmers Market - Thursday Year Round,"""6400 Perkins Road, Baton Rouge, Louisiana 70808""",70808,-91.121067,30.399197,"On the Pennington Biomedical Research Center campus, just off Kenilworth Boulevard in parking lot near Conference Center",Federal/state government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300104,1/25/2021 15:58,Dexter Farmers Market,"""3233 Alpine, Dexter, Michigan 48130""",48130,-83.889459,42.339503,Downtown Dexter next to the Dexter District Library,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300108,2/9/2021 10:05,Northbrook Farmers Market,"""Cherry Lane and Meadow Road, Northbrook, Illinois 60062""",60062,-87.828657,42.1314024,In the parking lot of Meadow Plaza in downtown Northbrook.,Private business parking lot;,United States,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300109,1/26/2021 17:58,Solana Beach Farmers Market,"""444 South Cedros Avenue, Solana Beach, California 92075""",92075,-117.2692,32.987194,Corner of South Cedros and Rosa Street,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300110,1/21/2021 17:15,Lake Oswego Farmers' Market,"""Millennium Plaza Park, 200 First Street, Lake Oswego, Oregon 97034""",97034,-122.66477,45.417855,Millennium Plaza Park is located in downtown Lake Oswego and overlooks beautiful Lakewood Bay.,Local government building grounds;,City Park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300111,1/25/2021 16:26,Rusk County Farmers Market,"""US Highway 8 & W. 2nd  Street, Ladysmith, Wisconsin 54848""",54848,-91.09924,45.464998,Parking lot on the west side of the Rusk County Government Center,Local government building grounds;,City of Ladysmith greenspace,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300118,9/10/2020 16:19,Alamosa Farmers Market,"""Corner of 6th Street and State Avenue's Parking Lot, Alamosa, Colorado 81101""",81101,-105.865,37.467321,"In the vacant, unpaved parking lot across the street from the Welcome Center/ Train Depot",Private business parking lot;,On city and private land,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300119,1/26/2021 9:25,Riverdale Park Farmers Market,"""4650 Queensbury Road, Riverdale Park, Maryland 20737""",20737,-76.935311,38.962979,Conveniently located next to the Riverdale MARC train station.,Local government building grounds;,Parking lot next to town retail area.,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300120,9/10/2020 16:56,Oxford Farmers Market,"""Corner of Lanier and McClanahan Streets, Oxford, North Carolina 27565""",27565,-78.586616,36.3148277,Across from the Oxford Police Department on the corner of Lanier and McClanahan Streets,,Leased property,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,,,0,0
300121,9/10/2020 15:08,City of Loveland Farmers Market,"""700 S. Railroad, Loveland, Colorado 80537""",80537,-105.07865,40.387479,This market is at Old Fairgrounds Park under the pavillions.,Local government building grounds;,In a park,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300122,8/4/2020 10:26,MONTEVALLO FARMERS MARKET,"""Middle Street and Island Street, MONTEVALLO, Alabama 35115""",35115,-86.862926,33.09948,Behind First Baptist Church (660 Main Street) on the corner of Middle and Island Streets,Faith-based institution;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;,,0,0
300126,1/5/2021 16:23,Cottin's Hardware Farmers Market,"""1832 Massachusetts Street, Lawrence, Kansas 66044""",66044,-95.235146,38.950747,In Back Parking Lot of Cottin's Hardware & Rental near 19th and New Hampshire Street. Indoor Season of market is located inside the store.,Private business parking lot;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300127,9/10/2020 15:58,Ionia Farmers' Market,"""South Steele Street and Adams Street, Ionia, Michigan 48846""",48846,-85.067726,42.9814841,"Parking lot on the corner of Adams Street and Steele Street in Ionia, Michigan",Local government building grounds;,Pavilion located in a City of Ionia public parking lot,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,,0,0
300128,1/4/2021 9:39,Wayland Winter Farmers' Market,"""397 Boston Post Road, Wayland, Massachusetts 01778""",01778,-71.369892,42.363071,Outdoors/indoors at Russell's Garden Center.,Private business parking lot;,,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;WIC;SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300132,8/4/2020 11:53,Plymouth Farmers Market,"""Garro St., Plymouth, Indiana 46563""",46563,-86.307641,41.34065,Corner of Garro and Water streets,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300135,1/25/2021 17:02,Mount Pleasant Farmers Market,"""645 Coleman Boulevard, Mount Pleasant, South Carolina 29464""",29464,-79.8734,32.790718,Market Entrance is on the corner of Coleman Blvd & Simmons St.,Federal/state government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,Some/all market vendors will accept EBT through individual POS;,0,1
300138,1/25/2021 12:26,Chelsea Farmers' Market,"""Corner of Rte 110 and Rte 113, Chelsea, Vermont 05038""",05038,-72.44747,43.98878,North Common,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC Farmers Market;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300141,1/25/2021 17:09,North Prairie Farmers Market - Minot,"""Corner of 3rd Ave SW and Broadway, Minot, North Dakota 58701""",58701,-101.29559,48.233564,Trinity employee parking lot across from Planet Pizza,Healthcare institution;,,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1
300144,4/20/2020 6:52,Saline Farmers Market,"""S. Ann Arbor Street, Saline, Michigan 48176""",48176,-83.781146,42.165956,"Downtown, S. Ann Arbor St., 1/2 block south of Michigan Ave.",,Parking Lot,No Indoor;,Organic (USDA Certified);,Debit card/Credit card;,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
300145,4/20/2020 6:53,Saline Farmers Market,"""7265 Saline Ann Arbor Road, Saline, Michigan 48176""",48176,-83.785094,42.179728,"Liberty School, 7265 Saline Ann Arbor Road",,School,Part of the time the market is open indoor;,Organic (USDA Certified);,Debit card/Credit card;,SNAP;Accept EBT at a central location;;,Accept EBT at a central location;,1,0
